tipo_inmueble,titulo,precio_mxn,recamaras,banos,m2,colonia,ubicacion,publicado_reciente,url
Departamento,,2971437,2,1,56,Miguel Othón De Mendizabal Oriente 0,"Miguel Othón De Mendizabal Oriente 0, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5196120290-departamento-en-venta-en-nueva-industrial-vallejo-_JM
Bodega,,7200000,,1,421,Cuauhtemoc MZ6 LT52A,"Cuauhtemoc MZ6 LT52A, 25 De Julio, Colonia 25 De Julio, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2691836825-venta-de-bodega-en-la-colonia-25-de-julio-gustavo-a-madero-cdmx-_JM
Casa,,7300000,3,3,322,De Los 45 Metros SN,"De Los 45 Metros SN, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2896956721-casa-en-condominio-en-venta-en-san-bartolo-atepehuacan-con-terraza-y-3-recamaras-_JM
Departamento,Venta De Departamento En Lindavista Norte Gam Da563,3500000,3,1,90,Lindavista Norte,"Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5303960618-venta-de-departamento-en-lindavista-norte-gam-da563-_JM
Edificio,Edificio Comercial En Aragon,10000000,,,374,Estado De Querétaro Esq. Con Estado De San Luis Potosi Y Calle 3,"Estado De Querétaro Esq. Con Estado De San Luis Potosi Y Calle 3, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2901955695-edificio-comercial-en-aragon-_JM
Edificio,,83000000,,,3077,Av. Insurgentes Nte.,"Av. Insurgentes Nte., Industrial, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4761833338-edificio-en-venta-en-industrial-_JM
Bodega,,14500000,,,1104,Villa Gustavo A. Madero,"Villa Gustavo A. Madero, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2615852347-bodega-en-venta-en-villa-gustavo-a-madero-_JM
Edificio,,12000000,,,640,Villa De Aragón,"Villa De Aragón, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4948198722-edificio-en-venta-villa-de-aragaon-gam-da544-_JM
Bodega,,7200000,,1,421,Cuauhtemoc MZ6 LT52A,"Cuauhtemoc MZ6 LT52A, 25 De Julio, Colonia 25 De Julio, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5022872764-venta-de-bodega-en-la-colonia-25-de-julio-gustavo-a-madero-cdmx-_JM
Bodega,,7200000,,1,421,Cuauhtemoc MZ6 LT52A,"Cuauhtemoc MZ6 LT52A, 25 De Julio, Colonia 25 De Julio, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5030567750-venta-de-bodega-en-la-colonia-25-de-julio-gustavo-a-madero-cdmx-_JM
Edificio,,16000000,,,,Avenida Ticoman,"Avenida Ticoman, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4959614112-edificio-comercial-en-venta-en-lindavista-_JM
Casa,,5600000,5,3,185,Albino Zertuche 20,"Albino Zertuche 20, 15 De Agosto, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2707429747-casa-en-venta-en-colonia-15-de-agosto-gustavo-a-madero-ciudad-de-mexico-_JM
Edificio,,78000000,,,2300,Rompeolas 36,"Rompeolas 36, Residencial Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2515375525-edificio-en-venta-en-colonia-residencial-acueducto-de-guadalupe-gustavo-a-madero-ciudad-de-mexico-_JM
Terreno,,80000000,,,3520,Pelícano 200,"Pelícano 200, San Juan De Aragón Amp, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4761871856-terreno-industrial-en-venta-en-ampliacion-san-juan-de-aragon-_JM
Local Comercial,,30000000,,1,1718,Avenida Montevideo 198,"Avenida Montevideo 198, Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2940695613-local-comercial-en-venta-en-colonia-lindavista-norte-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,,2250000,3,2,88,Edif 32 Ent A Depto 501,"Edif 32 Ent A Depto 501, Lindavista Vallejo II Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2888996843-venta-de-departamento-en-lindavista-vallejo-ii-secc-gustavo-a-madero-cdmx-_JM
Terreno,,35000000,,,1500,La Purísima Ticoman,"La Purísima Ticoman, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2909092945-terreno-comercial-en-venta-calzada-ticoman-_JM
Terreno,,14500000,,,630,Artes 94-bis,"Artes 94-bis, Estanzuela, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-3963503224-terreno-en-venta-en-colonia-estanzuela-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,,4600000,2,2,83,Éuzkaro,"Éuzkaro, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4761728602-departamento-en-venta-en-industrial-_JM
Bodega,,3500000,,,166,Valle De Madero,"Valle De Madero, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4640677130-bodega-en-venta-en-valle-madero-gustavo-a-madero-_JM
Casa,,6100000,5,3,185,Albino Zertuche 24,"Albino Zertuche 24, 15 De Agosto, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2707286527-casa-en-venta-en-colonia-15-de-agosto-gustavo-a-madero-ciudad-de-mexico-_JM
Edificio,,11300000,,12,847,Xochiquetzal S/n,"Xochiquetzal S/n, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2572323809-edificio-en-venta-en-colonia-santa-isabel-tola-gustavo-a-madero-ciudad-de-mexico-_JM
Casa,,9500000,,3,560,Villa Gustavo A. Madero,"Villa Gustavo A. Madero, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5227879088-casa-en-venta-uso-de-suelo-comercial-residencial-_JM
Terreno,Venta Terreno En Mendelssohn Vallejo,38950000,,,1016,Vallejo,"Vallejo, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-5200927472-venta-terreno-en-mendelssohn-vallejo-_JM
Edificio,,14000000,,,816,Bondojito,"Bondojito, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4790302686-edificio-en-venta-en-bondojito-_JM
Edificio,,7300000,,5,274,Rublos 35,"Rublos 35, Héroes De Cerro Prieto, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2767775711-venta-de-edificio-en-heroes-de-cerro-prieto-gustavo-a-madero-cdmx-_JM
Edificio,,7300000,,5,274,Rublos 35,"Rublos 35, Héroes De Cerro Prieto, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2798134141-venta-de-edificio-en-heroes-de-cerro-prieto-gustavo-a-madero-cdmx-_JM
Edificio,,7300000,,5,274,Rublos 35,"Rublos 35, Héroes De Cerro Prieto, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2794970309-venta-de-edificio-en-heroes-de-cerro-prieto-gustavo-a-madero-cdmx-_JM
Local Comercial,,33450000,,,925,Avenida Cuitláhuac 100,"Avenida Cuitláhuac 100, Guadalupe Victoria, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4771166348-col-guadalupe-victoria-bodega-en-venta-con-amplio-uso-de-suelo-en-la-gam-_JM
Casa,,6000000,4,2,274,San Pedro El Chico,"San Pedro El Chico, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2858426815-mrm-casa-en-venta-en-alcaldia-gustavo-a-madero-_JM
Casa,,6900000,5,2,450,Adolfo Ruiz Cortines 100,"Adolfo Ruiz Cortines 100, Zona Escolar Oriente, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5351954120-casa-en-venta-de-5-recamaras-en-colonia-zona-escolar-oriente-_JM
Terreno,,4000000,,,197,Talpa S/N,"Talpa S/N, San Felipe De Jesús, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2745161617-terreno-en-venta-san-felipe-de-jesus-gustavo-a-madero-_JM
Local Comercial,Local Comercial  Santa Isabel Tola  (renta O Venta)  Da549,18000000,,,330,Santa Isabel Tola,"Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5072016674-local-comercial-santa-isabel-tola-renta-o-venta-da549-_JM
Terreno,,38058000,,,1000,Calle Del Panteón Y Camino A Tlecuilco S/N,"Calle Del Panteón Y Camino A Tlecuilco S/N, San Juan, 52400 Malinalco, Méx., México, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4977799954-terreno-comercial-en-venta-en-san-juan-de-aragon-_JM
Edificio,,15500000,,,1500,Villa De Aragón,"Villa De Aragón, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5147823228-fausto-romero-edificio-en-venta-_JM
Departamento,Venta Departamento En La Nueva Atzacoalco Planta Baja,1600000,2,2,57,Nueva Atzacoalco,"Nueva Atzacoalco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2881228003-venta-departamento-en-la-nueva-atzacoalco-planta-baja-_JM
Departamento,"Venta Departamento En Dos Plantas En La Colonia 7 De Noviembre, ¡impecable!",6500000,3,2,101,7 De Noviembre,"7 De Noviembre, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2881201997-venta-departamento-en-dos-plantas-en-la-colonia-7-de-noviembre-impecable-_JM
Casa,"Venta Casa Calzada Misterios, Atn Inversionistas!!",7900000,5,5,297,Tepeyac Insurgentes,"Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2881176437-venta-casa-calzada-misterios-atn-inversionistas-_JM
Departamento,,2200000,2,2,53,AV CENTENARIO,"AV CENTENARIO, Santiago Atzacoalco, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-2956691749-departamento-en-venta-en-av-centenario-gustavo-a-madero-_JM
Departamento,,4538900,2,2,65,Departamento En  Venta Gustavo Madero Lindavista  GIS  25-661,"Departamento En  Venta Gustavo Madero Lindavista  GIS  25-661, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5384509670-departamento-en-venta-gustavo-madero-lindavista-gis-25-661-_JM
Departamento,,4713000,2,2,71,Departamento En  Venta Gustavo Madero Lindavista  GIS  25-660,"Departamento En  Venta Gustavo Madero Lindavista  GIS  25-660, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5384509722-departamento-en-venta-gustavo-madero-lindavista-gis-25-660-_JM
Departamento,,4534500,2,2,65,Departamento En  Venta Gustavo Madero Lindavista  GIS  25-659,"Departamento En  Venta Gustavo Madero Lindavista  GIS  25-659, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-2947953379-departamento-en-venta-gustavo-madero-lindavista-gis-25-659-_JM
Departamento,,2190000,2,1,52,Tetrazzini,"Tetrazzini, Vallejo, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-2956702027-departamento-en-venta-vallejo-gustavo-a-madero-cdmx-_JM
Departamento,,1300000,2,1,54,Poniente 140,"Poniente 140, Lindavista Vallejo I Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2962193249-departamento-en-venta-_JM
Departamento,Venta Departamento 2 Ambientes Tres Estrellas,2700000,2,1,72,Oniquina,"Oniquina, 6225, Tres Estrellas, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-2959119687-venta-departamento-2-ambientes-tres-estrellas-_JM
Casa,,5985000,3,2,202,CAMINO DE LA AMISTAD 216,"CAMINO DE LA AMISTAD 216, Campestre Aragón, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5407572036-casa-sola-en-venta-aragon-gustavo-a-madero-_JM
Casa,Terreno Con Construcción Ideal Para Bodega O Proyecto,8900000,4,4,351,Granjas Modernas,"Granjas Modernas, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5406902734-terreno-con-construccion-ideal-para-bodega-o-proyecto-351-m-_JM
Casa,,6550000,,,262,TUXTEPEX 35,"TUXTEPEX 35, La Purísima Ticoman, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-2956704123-casa-en-venta-en-ticoman-gustavo-a-madero-_JM
Casa,,11000000,4,2,276,Managua 698,"Managua 698, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5385987454-casa-en-venta-_JM
Departamento,Venta Departamento 2 Ambientes San Pedro Zacatenco,1749000,2,1,60,Acueducto Poniente,"Acueducto Poniente, 603, San Pedro Zacatenco, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5389454652-venta-departamento-2-ambientes-san-pedro-zacatenco-_JM
Casa,,10600000,4,2,298,Barranquilla  102,"Barranquilla  102, Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5410065094-casa-en-venta-en-colonia-lindavista-norte-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,,2390000,2,2,60,Martin Carrera Gustavo Madero,"Martin Carrera Gustavo Madero, Martín Carrera, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-2947905019-departamento-en-venta-en-martin-carrera-gustavo-madero-gis-25-352-_JM
Departamento,,2580001,2,1,54,JULIETA,"JULIETA, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5399142658-departamento-en-venta-en-guadalupe-tepeyac-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,Venta Departamentos Vallejo T-df0219-0102,3300000,3,2,128,CALZ. DE GUADALUPE,"CALZ. DE GUADALUPE, Vallejo, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-2948008983-venta-departamentos-vallejo-t-df0219-0102-_JM
Departamento,,4538900,2,2,65,Departamento En  Venta En Gustavo Madero,"Departamento En  Venta En Gustavo Madero, Lindavista AM. 25-661, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-2947905913-departamento-en-venta-en-gustavo-madero-lindavista-mg-25-661-_JM
Casa,,4260000,6,5,302,Fernando Casas Alemán,"Fernando Casas Alemán, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-2950789441-casa-en-venta-con-5-departamentos-en-casas-aleman-gam-_JM
Terreno,,11000000,,,,Tepeyac Insurgentes,"Tepeyac Insurgentes, Gustavo A. Madero, Distrito Federal",True,https://terreno.mercadolibre.com.mx/MLM-5407185484-terreno-industrial-tepeyac-insurgentes-3-frentes-348m2-_JM
Departamento,Venta Departamento 2 Ambientes Guadalupe Victoria,2604000,2,1,66,Av. Cuitlahuac,"Av. Cuitlahuac, 38, Guadalupe Victoria, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5407284132-venta-departamento-2-ambientes-guadalupe-victoria-_JM
Casa,,5200000,3,1,103,San Bartolo Atepehuacan,"San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5402553734-casa-en-venta-en-montevideo-gustavo-a-madero-cdmx-_JM
Departamento,Venta Departamento 2 Ambientes Santa Rosa,1663500,2,1,60,Calzada Vallejo,"Calzada Vallejo, 1323, Santa Rosa, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5406945946-venta-departamento-2-ambientes-santa-rosa-_JM
Casa,Venta Casas Vallejo T-df0219-0103,5545402,8,4,297,FUNDIDORES,"FUNDIDORES, Vallejo, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5400888544-venta-casas-vallejo-t-df0219-0103-_JM
Bodega,,9800000,,,450,Gertrudis Sánchez 1a Sección,"Gertrudis Sánchez 1a Sección, Gustavo A. Madero, Distrito Federal",True,https://inmueble.mercadolibre.com.mx/MLM-5406902750-excelente-bodega-en-venta-cerca-de-eduardo-molina-gertrudis-sanchez-gam-cdmx-_JM
Departamento,Venta Departamentos Guadalupe Tepeyac T-df0219-0104,2690000,2,1,78,CARLOTA,"CARLOTA, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5400670324-venta-departamentos-guadalupe-tepeyac-t-df0219-0104-_JM
Casa,Venta Casa 5 Ambientes San Juan De Aragón Vi Sección,6800000,5,2,257,AV.414 A,"AV.414 A, 335, San Juan De Aragón VI Sección, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5400683316-venta-casa-5-ambientes-san-juan-de-aragon-vi-seccion-_JM
Departamento,Venta Departamentos Vallejo T-df0236-0061,1350000,2,1,44,ABUNDIO MARTINEZ,"ABUNDIO MARTINEZ, Vallejo, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-2951149259-venta-departamentos-vallejo-t-df0236-0061-_JM
Departamento,Venta Departamento 2 Ambientes Lindavista Norte,4829600,2,2,65,AV INSTITUTO POLITECNICO NACIONAL,"AV INSTITUTO POLITECNICO NACIONAL, 1939, Lindavista Norte, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-2950581167-venta-departamento-2-ambientes-lindavista-norte-_JM
Departamento,,2080000,2,2,65,Av. Ingeniero Eduardo Molina 8140  F 004,"Av. Ingeniero Eduardo Molina 8140  F 004, Vasco De Quiroga, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5408966534-departamento-en-venta-planta-baja-eduardo-molina-col-vasco-de-quiroga-_JM
Casa,Excelente Residencia En El Corazón De Lindavista,12900000,4,4,300,Callao 600 - 900,"Callao 600 - 900, Lindavista Nte., Ciudad De México, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5401860020-excelente-residencia-en-el-corazon-de-lindavista-_JM
Terreno,,3150000,,,150,Gertrudis Sánchez 1a Sección,"Gertrudis Sánchez 1a Sección, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2962046227-terreno-comercial-en-venta-en-esquina-en-gertrudis-sanchez-_JM
Terreno,,420000000,,,18000,Mexico,"Mexico, Villa Gustavo A. Madero, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2962210391-venta-terreno-deportivo-zacatenco-18000-m2-insurgentes-norte-_JM
Departamento,,1200000,2,1,52,Gustavo A. Madero,"Gustavo A. Madero, Mexico City, El Arbolillo, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-2950779955-departamento-en-venta-en-el-arbolillo-_JM
Departamento,,1980000,39,1,39,Aragón La Villa,"Aragón La Villa, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2670247071-departamento-39m2-de-1-recamara-balcon-bodega-en-aragon-la-villa-_JM
Casa,Venta Casas Lindavista Norte T-df0085-0600,3400000,4,4,200,CALLE 10,"CALLE 10, Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4780229916-venta-casas-lindavista-norte-t-df0085-0600-_JM
Departamento,Excelente Departamento  Con Inmejorable  Ubicación Muy Cerca  Del Metrobus Tenayuca En Guatavo A. Madero,1600000,2,1,67,Calz. Vallejo 1268,"Calz. Vallejo 1268, Santa Rosa, Ciudad De México, Santa Rosa, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2705512547-excelente-departamento-con-inmejorable-ubicacion-muy-cerca-del-metrobus-tenayuca-en-guatavo-a-madero-_JM
Casa,Casa En Col-cuautepec Del-gam,3150000,3,1,108,Cuautepec De Madero,"Cuautepec De Madero, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2748832665-casa-en-col-cuautepec-del-gam-_JM
Departamento,Venta Departamentos San Juan De Aragon Vii Seccion T-df0238-0038,1300000,2,1,59,AV. EDUARDO MOLINA,"AV. EDUARDO MOLINA, San Juan De Aragón VII Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5118589286-venta-departamentos-san-juan-de-aragon-vii-seccion-t-df0238-0038-_JM
Casa,,1950000,2,1,108,Santiago Atepetlac,"Santiago Atepetlac, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2874594253-casa-en-venta-gustavo-a-madero-_JM
Casa,,2940000,3,3,193,Av. 495 28,"Av. 495 28, San Juan De Aragón 7a Secc., Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5107706830-casa-en-venta-col-san-juan-de-aragon-gam-cdmx-_JM
